title,price,storeName,rating,description
"OPPO A3S RAM 2/16 GB GARANSI RESMI OPPO INDONESIA - Ungu",Rp1.499.000,"Grandstore cell",4.8,"OPPO A3S RAM 2/16 GB GARANSI RESMI OPPO INDONESIA.DIJAMIN 100% ORIGINAL & BARUBISA DICEK EMAI YA DI OPPO""COMKALAU BUKAN ASLI AKAN KITA GANTI DOUBLE.BONUS :- IRING- ANTIGORES - SOFTCASE READY :- RED EDITION- DARK PURPLEKET :HARAP CANTUMKAN DIKETERANGAN UNTUK PILIHAN WARNA NYA. BILA TIDAK DITULIS, MAKA AKAN KAMI KIRIM RANDOM UNTUK WARNA YANG READY.PENGIRIMAN CEPAT DAN DIJAMIN SAMPAI TUJUAN ANDA .PACKING LEBIH AMAN DENGAN MENGGUNAKAN BUBLE WRAP ( FREE). Spesifikasi :SIM Dual SIM (Nano-SIM, dual stand-by)6.2 inchesColor OS 5.1Android 8.1 (Oreo)Chipset Qualcomm SDM450 Snapdragon 450CPU Octa-core 1.8 GHz Cortex-A53GPU Adreno 506Internal 16 GB, 2GB RAMMain Camera Dual 13 MP, f/2.2, AF2 MP, f/2.4, depth sensorSelfie camera Single 8 MP, f/2.2Video 3.5mm jack Yes- Active noise cancellation with dedicated micBattery Non-removable Li-Ion 4230 mAh battery"
"Xiaomi Redmi Note 9 6/128 GB Garansi Resmi - Hijau",Rp2.449.000,Gudang-HP,4.9,"Ready Stok Black, Green, White, Red *14 April 2021Tambahan extra bubble dan kardushttps://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packingSIM Dual SIM (Nano-SIM, dual stand-by)Size 6.53 inches, 104.7 cm2 (~83.5% screen-to-body ratio)PLATFORM OS Android 10, MIUI 11Chipset MediaTek Helio G85 (12nm)CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)GPU Mali-G52 MC2Internal 128GB 6GB RAMMAIN CAMERA Quad 48 MP, 8 MP, 2 MP,2 MP, SELFIE CAMERA Single 13 MP, BATTERY Non-removable Li-Po 5020 mAh batteryCharging Fast charging 18W"
"Xiaomi Redmi 9A 2/32 ~ 3/32 GB Garansi Resmi , IMEI Terdaftar - [2/32] Grey",Rp1.169.000,duniagadgetku,4.9,"Garansi Resmi Xiaomi IndonesiaIMEI terdaftar2GB 32GB ~ Ram 2 GB Internal 32 GB3GB 32 GB ~ Ram 3 GB Internal 32 GB NETWORK Technology GSM / HSPA / LTELAUNCH Announced 2020, June 30Status Available. Released 2020, July 07BODY Dimensions 164.9 x 77 x 9 mm (6.49 x 3.03 x 0.35 in)Weight 196 g (6.91 oz)SIM Dual SIM (Nano-SIM, dual stand-by)DISPLAY Type IPS LCD capacitive touchscreen, 16M colorsSize 6.53 inches, 102.9 cm2 (~81.1% screen-to-body ratio)Resolution 720 x 1600 pixels, 20:9 ratio (~269 ppi density) 400 nits typ. brightness (advertised)PLATFORM OS Android 10, MIUI 12Chipset MediaTek Helio G25 (12 nm)CPU Octa-core 2.0 GHz Cortex-A53GPU PowerVR GE8320MEMORY Card slot microSDXC (dedicated slot)Internal 32GB 2GB RAM eMMC 5.1MAIN CAMERA Single 13 MP, f/2.2, 28mm (wide), PDAFFeatures LED flash, HDRVideo 1080p@30/60fpsSELFIE CAMERA Single 5 MP, f/2.2, (wide), 1.12µmFeatures HDRVideo 1080p@30fpsSOUND Loudspeaker Yes3.5mm jack YesCOMMS WLAN Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspotBluetooth 5.0, A2DP, LEGPS Yes, with A-GPS, GLONASS, BDSRadio FM radioUSB microUSB 2.0, USB On-The-GoFEATURES Sensors Accelerometer, proximityBATTERY Li-Po 5000 mAh, non-removableCharging Charging 10W"
"Xiaomi Redmi Note 9 Pro 6/64 & 8/128 GB Garansi Resmi - 6GB 64GB, GREEN",Rp3.049.000,duniagadgetku,4.9,"Unit New BNIBSegel pabrikanNo repackGaransi Resmi Xiaomi IndonesiaIMEI TerdafarLink Redmi note 9 4/64 dan 6/128 https://www.tokopedia.com/duniagadgetku/redmi-note-9-4-64-6-128-gb-garansi-resmiNETWORK Technology GSM / HSPA / LTELAUNCH Announced 2020, April 30Status Available. Released 2020, May 05BODY Dimensions 165.8 x 76.7 x 8.8 mm (6.53 x 3.02 x 0.35 in)Weight 209 g (7.37 oz)Build Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frameSIM Dual SIM (Nano-SIM, dual stand-by)DISPLAY Type IPS LCD capacitive touchscreen, 16M colorsSize 6.67 inches, 107.4 cm2 (~84.5% screen-to-body ratio)Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density)Protection Corning Gorilla Glass 5PLATFORM OS Android 10, MIUI 11Chipset Qualcomm SM7125 Snapdragon 720G (8 nm)CPU Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver)GPU Adreno 618MEMORY Card slot microSDXC (dedicated slot)Internal 64GB 6GB RAM, 128GB 8GB RAM UFS 2.1MAIN CAMERA Quad 64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.4, (macro), AF2 MP, f/2.4, (depth)Features LED flash, HDR, panoramaVideo 4K@30fps, 1080p@30/60/120fps, 720p@960fpsSELFIE CAMERA Single 16 MP, f/2.5, (wide), 1/3.1"" 1.0µmFeatures HDR, panoramaVideo 1080p@30/120fpsSOUND Loudspeaker Yes3.5mm jack YesCOMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotBluetooth 5.0, A2DP, LEGPS Yes, with A-GPS, GLONASS, GALILEO, BDSNFC YesInfrared port YesRadio FM radio, recordingUSB 2.0, Type-C 1.0 reversible connectorFEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compassBATTERY Non-removable Li-Po 5020 mAh battery"
"OPPO A3S RAM 2/16 GARANSI RESMI OPPO INDONESIA 1TH - Merah",Rp1.449.900,"VIVO ST0RE",4.9,"BACA DULU YA GAN BIAR GA SALAH PAHAMHARAP BACA TELITI SEBELUM MEMBELI OPPO A3S RAM 2GB / ROM 16GBReady warna : RED dan DARK PURPLE100% ORIGINAL100% GARANSI RESMI INDONESIAbisa di cek emai nya di oppocompilih bantuanpilih cek garansimasukan imai unit oppo nya(Jangan tanya lagi ya..., kalau ga asli kita ganti deh dobel)KETERANGAN: Barang akan kita open box sebelum kirim. untuk ambil Kartu garansi,jadi jangan komplain. kenapa ga segel? Fungsinya kami wajib setor kartu garansi untuk pihak OPPO supaya bila terjadi sesuatu dengan HP maka bisa langsung claim di semua SERVICE CENTER OPPO INDONESIASEBELUM PESAN CEK DULU YA GAN WARNA NYA JANGAN SALAH KLIK. KARENA TIAP WARNASUKA BEDA HARGA TERGANTUNG DARI KONDISI BARANG.BILA SALAH KLIK KAMI AKAN TETAP KIRIM SESUAI DENGAN PILIHAN ANDABELI : ARTINYA SUDAH SETUJU DAN UDAH BACA YA GAN.Garansi Resmi Oppo Indonesia 1 TahunSIM Dual SIM (Nano-SIM, dual stand-by)6.2 inchesColor OS 5.1Android 8.1 (Oreo)Chipset Qualcomm SDM450 Snapdragon 450CPU Octa-core 1.8 GHz Cortex-A53GPU Adreno 506Internal 16 GB, 2GB RAMMain Camera Dual 13 MP, f/2.2, AF2 MP, f/2.4, depth sensorSelfie camera Single 8 MP, f/2.2Video 3.5mm jack Yes- Active noise cancellation with dedicated micBattery Non-removable Li-Ion 4230 mAh battery"
"Xiaomi Redmi 2 RAM 1/8 Garansi Distributor 1 Tahun - Abu-abu",Rp409.000,tami_cell,4.7,"Xiaomi Redmi 2 RAM 1/8 Ready : DarK Grey, whiteUn Wrapping untuk keperluan QC saat sebelum kirim.Apabila ada permintaan khusus wrapping please add to chart ke dalam pesanan utk tambahan wrapping maupun extra bubble pack yg tersedia di etalase. Terima KasihSpesifikasi:NETWORK : GSM / HSPA / LTEBODY :Dimensions 134 x 67.2 x 9.4 mm (5.28 x 2.65 x 0.37 in)Weight 133 g (4.69 oz)SIM Dual SIM (Micro-SIM, dual stand-by)DISPLAY :Type IPS LCD capacitive touchscreen, 16M colorsSize 4.7 inches (~67.6% screen-to-body ratio)Resolution 720 x 1280 pixels (~312 ppi pixel density)Multitouch YesProtection Corning Gorilla Glass 2- MIUI 6.0PLATFORM :OS Android OS, v4.4.4 (KitKat)Chipset Qualcomm MSM8916 Snapdragon 410CPU Quad-core 1.2 GHz Cortex-A53GPU Adreno 306MEMORY :Card slot microSD, up to 32 GBInternal 8 GB, 1 GB RAMCAMERA :Primary 8 MP, 3264 x 2448 pixels, autofocus, LED flashFeatures 1.4 m pixel size, geo-tagging, touch focus, face/smile detection, HDRVideo 1080p@30fpsSecondary 2 MP, 720pBATTERY :Type Li-Po 2200 mAh"
"Samsung Galaxy A11 3/32 GB Garansi Resmi SEIN - Putih",Rp1.589.000,Gudang-HP,4.9,"Ready Stok Black dan White*14 April 2021Size 6.4 inchesAndroid 10CPU Octa-core 1.8 GHzInternal 32GB 3GB RAMeMMC 5.1MAIN CAMERA Triple 13 MP + 5 MP (ultrawide) + 2 MP (depth)SELFIE CAMERA Single 8 MPNon-removable Li-Po 4000 mAh battery"
"Infinix Hot 8 X650C Smartphone - 4/64GB - Garansi Resmi - Black - Non Bundle",Rp1.575.000,Gadhet-Holic,4.9,"Garansi Resmi Infinix Indonesia 1 TahunSpesifikasi :NETWORK TechnologyGSM / HSPA / LTEBODYDimension : 165 x 76.3 x 8.7 mm (6.50 x 3.00 x 0.34 in)SIM : Dual SIM (Nano-SIM, dual stand-by)DISPLAYType : IPS LCDSize : 6.52 inches, 102.6 cm2 (~81.5% screen-to-body ratio)Resolution : 720 x 1600 pixels, 20:9 ratio (~269 ppi density)PLATFORMOS : Android 9.0 (Pie), XOS 5.0Chipset : Mediatek MT6762 Helio P22 (12 nm) - 64/4 GBCPU : Octa-core 1.8 GHz Cortex-A53GPU : PowerVR GE8320MEMORYRAM : 4GB ROM : 64GBCard slot : microSDXC (dedicated slot)MAIN CAMERATriple :13 MP, f/1.8, 26mm (wide), 1/3.1"", 1.12µm, PDAF2 MP, (depth)QVGA (Low light sensor)Features Quad-LED flash, panorama, HDRVideo 1080p@30fpsSELFIE CAMERA Single : 8 MP, f/2.0, 25mm (wide)Features LED flashVideo 1080p@30fpsSOUND Loudspeaker : Yes3.5mm jack : Yes Dirac Surround SoundCOMMS WLAN : Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotBluetooth : 5.0, A2DP, LEGPS : Yes, with A-GPSNFC : NoRadio : FM radioUSB : microUSB 2.0, USB On-The-GoFEATURES Sensors : Fingerprint (rear-mounted), accelerometer, proximity, compassBATTERY Li-Po 5000 mAh, non-removableEarphone In-Ear InfinixSpesifikasi- Sound : Driver Spiker 15mm- Compatible Model : All Smartphone- Frequency Response : 20 - 28 Hz- No Box- No Garansi- ALL SmartphoneEarphones Universal Headset 3.5MMSpesifikasi :· Style: In-Ear· Communication: Wired· Connectors: 3.5mm· Wireless Type: None· Vocalism Principle: Dynamic· Control Button: Yes· Volume Control: Yes· Active Noise-Cancellation: No· Function: For Mobile Phone· Plug Type: Line Type· Sensitivity: 120±3dB· Frequency Response Range: 20-20000Hz· Line Length: 1.2m· Resistance: 32Ω· Waterproof: No"
"Xiaomi Redmi 9A 2/32 GB Garansi Resmi - Hijau",Rp1.173.000,Gudang-HP,5,"Ready Stock Blue, Grey, Green *18 April 2021SIM Dual SIM (Nano-SIM, dual stand-by)Size 6.53 inches, 102.9 cm2 (~81.1% screen-to-body ratio)PLATFORM OS Android 10, MIUI 12Chipset MediaTek Helio G25 (12 nm)CPU Octa-core 2.0 GHz Cortex-A53GPU PowerVR GE8320Internal 32GB 2GB RAMMAIN CAMERA Single 13 MP, f/2.2, 28mm (wide), PDAFSELFIE CAMERA Single 5 MP, f/2.2, (wide), 1.12µmBATTERY Li-Po 5000 mAh, non-removable"
"Infinix Hot 9 Play Ram 4/64 4GB Rom Internal 64GB Garansi Resmi - 4GB.64GB, ocean wave",Rp1.449.000,"murahmeriah shop",4.9,"Infinix Hot 9 play2GB/32GB & 4GB/64GB PILIH VARIAN YANG MAU DIBELI KARNA JUDUL SDH TDK BISA DIUBAHGaransi ResmiIme terdaftar 100%OriginalSegel asli tersedia Case logohttps://tokopedia.link/NYsE5maqwfbcyantemperfull=paket dengan temperglasfull(pemasangan bisa reques dikolom ket wkt order)SpesifikasiNETWORK4G/3G/2G OPERATING SYSTEMAndroidTM 10 DIMENSIONS171.82x77.96x8.90mm DISPLAY6.82"" HD+ waterdrop PROCESSORMT6762D Octa-core CAMERA 13MP+ Allens WITH TRIPLE-FLASH LIGHT8MP FF WITH FLASH LIGHTBATTERY6000mAhMEMORY4GB+64GBMUSICMP3/MIDI/AMR/WAV VIDEO3GP/MP4/AVI E-MAILYES CONNECTIVITYGPS/ WIFI/ BT SENSOR G -SENSOR/ E-COMPASS /L-SENSORSIM CARD SLOTDUAL NANO SIM+MICRO SDUSB PORTYES,MICRO USB 5PINVIEDO RECORDINGYES "
"XIAOMI POCO X3 NFC RAM 6/64 - 8/128 GB GARANSI RESMI - Blue, 6GB 64GB",Rp3.010.000,HokiHP,5,"*PILIHAN RAM*6GB 64GB ~ Ram 6 Gb Internal 64 Gb8GB 128 GB ~ Ram 8 Gb Interal 128 GbNETWORK Technology GSM / HSPA / LTELAUNCH Announced 2020, September 07Status Available. Released 2020, September 08BODY Dimensions 165.3 x 76.8 x 9.4 mm (6.51 x 3.02 x 0.37 in)Weight 215 g (7.58 oz)Build Glass front (Gorilla Glass 5), aluminum frame, plastic backSIM Hybrid Dual SIM (Nano-SIM, dual stand-by) IP53 splash-proofDISPLAY Type IPS LCD, 120Hz, HDR10, 450 nits (typ)Size 6.67 inches, 107.4 cm2 (~84.6% screen-to-body ratio)Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density)Protection Corning Gorilla Glass 5PLATFORM OS Android 10, MIUI 12Chipset Qualcomm SM7150-AC Snapdragon 732G (8 nm)CPU Octa-core (2x2.3 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)GPU Adreno 618MEMORY Card slot microSDXC (uses shared SIM slot)Internal 64GB 6GB RAM, 128GB 6GB RAM UFS 2.1MAIN CAMERA Quad 64 MP, f/1.9, (wide), 1/1.73"", 0.8µm, PDAF13 MP, f/2.2, 119˚ (ultrawide), 1.0µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)Features Dual-LED flash, HDR, panoramaVideo 4K@30fps, 1080p@30/120fps, 720p@960fps; gyro-EISSELFIE CAMERA Single 20 MP, f/2.2, (wide), 1/3.4"", 0.8µmFeatures HDR, panoramaVideo 1080p@30fpsSOUND Loudspeaker Yes, with stereo speakers3.5mm jack Yes 24-bit/192kHz audioCOMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotBluetooth 5.1, A2DP, LEGPS Yes, with A-GPS, GLONASS, BDSNFC YesInfrared port YesRadio FM radio, recordingUSB USB Type-C 2.0, USB On-The-GoFEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compassBATTERY Type Li-Po 5160 mAh, non-removableCharging Fast charging 33W, 62% in 30 min, 100% in 65 min (advertised)"
"SAMSUNG TAB A8"" 2019 T295 RAM 2/32GB GRS RESMI SEIN",Rp1.679.000,"CMP phone",5,"SAMSUNG TAB A8”2019 T295 RAM 2/32GB GRS RESMI SEINSILAHKAN TANYA STOK WARNA YANG READY SEBELUM ORDER !!!SEMUA PRODUK DIPACKING AMAN DAN DIKIRIM MENGGUNAKAN BUBBLE WRAP FREEProcessorCPU Speed2GHzCPU TypeQuad-CoreDisplaySize (Main Display)8.0"" (203.1mm)Resolution (Main Display)1280 x 800 (WXGA)Technology (Main Display)TFTColour Depth (Main Display)16MCameraRear Camera - Resolution8.0 MPRear Camera - Auto FocusYesFront Camera - Resolution2.0 MPRear Camera - FlashNoVideo Recording ResolutionFHD (1920 x 1080)@30fpsMemoryRAM Size (GB)2ROM Size (GB)32Available Memory* (GB)21.2External Memory SupportMicroSD (Up to 512GB)Network/Bearer4G GSM ConnectivityANT+NoUSB VersionUSB 2.0Location TechnologyGPS, Glonass, Beidou, GalileoMHLNoWi-Fi802.11 a/b/g/n 2.4+5GHzWi-Fi DirectYesBluetooth VersionBluetooth v4.2NoBluetooth ProfilesA2DP, AVRCP, DI, HID, HOGP, HSP, OPP, PANPC Sync.Smart Switch (PC version)OSAndroidGeneral InformationForm Factor"
"Infinix Hot 9 Play 4/64 GB Garansi Resmi - Hitam",Rp1.458.000,Gudang-HP,5,"Ready Stok Black, Wave *08 April 2021Tambahan extra bubble dan kardushttps://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packingSize 6.82 inchesAndroid 9.0 Pie (Go edition) - 32/2GBMediaTek Helio A25 (12 nm) - 64/3-4GBCPU Quad-core 2.0 GHz Cortex-A53 - 32/2GBGPU PowerVR GE8300PowerVR GE8320MEMORY Card slot microSDXC (dedicated slot)Internal 64GB 4GB RAMMAIN CAMERA Dual 13 MP + QVGASELFIE CAMERA Single 8 MP, (wide)Non-removable Li-Po 6000 mAh battery"
"Xiaomi Redmi 9c 4/64 GB Garansi Resmi - Biru",Rp1.584.000,Gudang-HP,5,"Ready Stok Blue, Grey * 14 April 2021Size 6.53 inches,400 nits typ. brightness (advertised)PLATFORM OS Android 10, MIUI 12Chipset MediaTek Helio G35 (12 nm)CPU Octa-core MEMORY Card slot microSDXC (dedicated slot)Internal 64 GB, 4GB RAMMAIN CAMERA Triple 13 MP, Features LED flash, HDRSELFIE CAMERA Single 5 MP, f/2.2, (wide), 1.12µmFeatures HDRSOUND Loudspeaker YesGPS Yes, with A-GPS, GLONASS, BDSUSB microUSB 2.0, USB On-The-GoFEATURES Sensors Fingerprint (rear-mounted), accelerometer, proximityBATTERY Type Li-Po 5000 mAh, non-removable"
"Samsung Galaxy M11 3GB/32GB Garansi Resmi - Hitam",Rp1.604.000,Gudang-HP,4.9,"Ready Stock Black Dan Blue *14 April 2021spesifikasi6.4 InchGSM/HSPA/LTETipe Prosesor: Snapdragon 450Kecepatan Prosessor: Octa coreCamera: Kamera Belakang: 13 MP, f/1.8, 27mm (wide), 1/3.1"", 1.12µm, PDAF; 5 MP, f/2.2, 14mm (ultrawide); 2 MP, f/2.4, (depth)Kamera Depan: 8 MP, f/2.0, (wide)Video: 1080p@30fpsGPS: Yes, with A-GPS, GLONASS, BDS, GALILEOBattery 5000mAh Li-Ion"
"Xiaomi Redmi 9 4/64 GB Garansi Resmi - Ungu",Rp1.772.000,Gudang-HP,5,"Ready Stock *02 April 2021SIM Dual SIM (Nano-SIM, dual stand-by)Size 6.53 inches, 104.7 cm2 (~83.2% screen-to-body ratio)PLATFORM OS Android 10, MIUI 12Chipset Mediatek Helio G80 (12 nm)CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)GPU Mali-G52 MC2MEMORY Card slot microSDXC (dedicated slot)Internal 64GB 4GB RAM eMMC 5.1MAIN CAMERA Quad 13 MP, 8 MP, 5 MP, 2 MP, SELFIE CAMERA Single 8 MP, f/2.0, 27mm (wide)BATTERY Non-removable Li-Po 5020 mAh battery"
"Xiaomi Redmi 9 3/32 GB & 4/64 GB Garansi Resmi IMEI terdaftar - 4GB 64GB, Grey",Rp1.779.000,duniagadgetku,4.9,"Unit New BNIBSegel pabrikanNo repackGaransi Resmi Xiaomi Indonesia,IMEI terdaftarNETWORK TechnologyGSM / HSPA / LTELAUNCH Announced 2020, June 10Status Available. Released 2020, June 10BODY Dimensions 163.3 x 77 x 9.1 mm (6.43 x 3.03 x 0.36 in)Weight 198 g (6.98 oz)Build Glass front (Gorilla Glass 3), plastic back, plastic frameSIM Dual SIM (Nano-SIM, dual stand-by)DISPLAY Type IPS LCD capacitive touchscreen, 16M colorsSize 6.53 inches, 104.7 cm2 (~83.2% screen-to-body ratio)Resolution 1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)Protection Corning Gorilla Glass 3400 nits typ. brightness (advertised)PLATFORM OS Android 10, MIUI 12Chipset Mediatek Helio G80 (12 nm)CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)GPU Mali-G52 MC2MEMORY Card slot microSDXC (dedicated slot)Internal 32GB 3GB RAM, 64GB 4GB RAM, 128GB 6GB RAMeMMC 5.1MAIN CAMERA Quad 13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.4, (macro)2 MP, f/2.4, (depth)Features LED flash, HDR, panoramaVideo 1080p@30fpsSELFIE CAMERA Single 8 MP, f/2.0, 27mm (wide)Features HDRVideo 1080p@30fpsSOUND Loudspeaker Yes3.5mm jack YesCOMMS WLAN Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspotBluetooth 5.0, A2DP, LEGPS Yes, with A-GPS, GLONASS, BDSInfrared port YesRadio Wireless FM radio (no wired headphones required)USB 2.0, Type-C 1.0 reversible connector, USB On-The-GoFEATURES Sensors Fingerprint (rear-mounted), accelerometer, proximity, compassBATTERY Non-removable Li-Po 5020 mAh battery"
"OPPO F9 GARANSI RESMI OPPO INDONESIA - Biru",Rp2.499.000,"Grandstore cell",4.8,"NEW ARIVAL OPPO F9 GARANSI RESMI OPPO INDONESIADIJAMIN 100 % ORIGINAL , 100% BARU & 100% BERGARANSI RESMI OPPO INDONESIA.READY :- RED ( Sunrise RED )- BLUE ( Twilight BLUE )- PURPLE ( Starry Purple )BONUS :1. IRING2. GURITA3. SOFTCASE ( BAWAAN )4. ANTI GORES 5. TONGSISPENGIRIMAN CEPAT DAN DIJAMIN SAMPAI TUJUAN ANDA , PACKING LEBIH AMAN DENGAN MENGGUNAKAN BUBLE WRAP ( FREE ).Spesifikasi Umum :Color Sunrise Red, Twilight BlueOperating System ColorOS 5.2, based on Android 8.1Processor 64 Bit, 8 Core - Mediatek Helio P60 2.0 GhzGPU ARM Mali-G72 MP3 800MHzRAM 4 GBStorage 64 GB (Support microSD card up to 256 GB)Battery 3500mAh（TYP）3415mAh（MIN）DisplaySize 6.3 inches, 19.5:9 Aspect RatioResolution 2340 x 1080Colors 16 million colorsCameraSensor Type CMOSFront sensor 25MP Sensor HDRAperture Front: F2.0Rear sensor 16 MP + 2 MPAperture Rear: F1.8 + F2.4Video Mode: 1080P, 720PConnectivitySIM Card Type Two 4G VoLTE slots Sound effect type DiracGPS SupportedBluetooth SupportedWi-Fi SupportedNFC Not availableOTG SupportedSensors LightSensor,G-sensor/Accelerationsensor, Magnetic induction, Proximity Sensor"
